#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_2674	15376	26	N	N	2	*	-697,2674,-2673
contig_6261	15359	32	N	N	1	*	6261,-2449,2452
contig_7895	15348	13	N	Y	1	3812	*,7895,*
contig_6693	15329	25	N	Y	1	3008	*,6693,*
contig_7735	15309	29	N	Y	1	*	7735
contig_2840	15305	15	N	Y	1	428	*,2840,*
contig_5862	15302	22	N	Y	1	2336	*,5862,*
contig_7422	15278	15	N	Y	1	3492	*,7422,*
contig_5868	15275	10	N	Y	1	2342	*,5868,*
contig_5869	15270	18	N	Y	1	2342	*,5869,*
contig_5236	15256	27	N	Y	1	1886	*,5236,*
contig_6149	15243	11	N	Y	1	2602	*,6149,*
contig_8171	15128	12	N	N	4	*	8171,8174,-8172,8170,-8173,8167,8168,8170,-8173,8167,8168,8170,-8173,8169,8169
contig_8184	15128	10	N	Y	1	4012	*,8184,*
contig_4621	15103	10	N	Y	1	1488	*,4621,*
contig_7538	15099	29	N	Y	1	3576	*,7538,*
contig_7723	15069	14	N	Y	1	3702	*,7723,*
contig_3635	15015	27	N	Y	1	848	*,3635,*
contig_5106	14977	27	N	N	1	*	5106,5107,5108,-3139,3133,3133
contig_5412	14909	34	N	N	1	*	5412,6700,6701
contig_8015	14891	10	N	Y	1	3902	*,8015,*
contig_6918	14888	11	N	Y	1	3166	*,6918,*
contig_3230	14868	20	N	Y	1	*	3230
contig_8236	14844	18	N	Y	3	4040	*,8236,*
contig_6485	14840	37	N	Y	1	2862	*,6485,*
contig_4700	14820	19	N	Y	1	1554	*,4700,*
contig_6919	14807	10	N	Y	1	3166	*,6919,*
contig_6978	14766	10	N	Y	1	3214	*,6978,*
contig_7980	14758	11	N	Y	1	3880	*,7980,*
contig_8463	14738	20	N	Y	1	4204	*,8463,*
contig_8739	14737	12	N	Y	1	1292	*,8739,*
contig_4699	14672	16	N	Y	1	1554	*,4699,*
contig_2388	14670	11	N	N	1	*	41,41,41,41,41,41,41,825,826,2388
contig_7768	14665	55	N	N	1	*	7767,7766,7767,7767,7767,7768,7770,7770
contig_2671	14620	71	N	N	1	*	1310,-633,2278,-307,-307,-307,-307,-307,-307,-307,-307,2671
scaffold_8160	14601	13	N	N	1	*	8160,-8157,??,8158,-8157,8159,-8157,8159,-8157
contig_1798	14596	74	N	N	1	*	-1797,1796,2869,-1797,1798,-1797,1797
contig_7477	14590	16	N	N	1	*	*,7477,*
contig_3109	14577	27	N	Y	1	560	*,3109,*
contig_2600	14576	15	N	N	1	*	2600,-2471,-958
contig_6484	14554	19	N	Y	1	2862	*,6484,*
contig_1801	14544	28	N	N	1	*	-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1801
contig_3265	14537	26	N	Y	1	658	*,3265,*
contig_7722	14483	27	N	Y	1	3702	*,7722,*
contig_7423	14469	17	N	Y	1	3492	*,7423,*
contig_8464	14431	11	N	Y	1	4204	*,8464,*
contig_8218	14364	104	N	N	5	*	*,8218,*
contig_7754	14356	25	N	N	2	*	7754,7755
contig_6040	14353	10	N	Y	1	2510	*,6040,*
contig_7753	14349	11	N	N	1	*	7753,7755
contig_3636	14323	12	N	Y	1	848	*,3636,*
contig_8802	14310	10	N	Y	1	2422	*,8802,*
contig_7570	14283	35	N	Y	1	3604	*,7570,*
contig_7891	14257	28	N	N	1	*	*,7891,*
contig_8656	14257	41	N	N	1	*	-479,-479,-479,8656,-2613,-64,-64,-65,-64,-749,-64,-64,-65,-832
contig_1880	14245	20	N	N	1	*	1880,3945,-7248
contig_8639	14216	145	N	Y	3	*	8639
contig_4348	14157	25	N	Y	1	1298	*,4348,*
contig_2720	14126	41	N	N	2	*	1185,2720,-2719,-65,2721,-2719,2721,-2719,2333
contig_4543	14114	24	N	Y	1	1424	*,4543,*
contig_2688	14089	21	N	N	1	*	1531,1531,2688
contig_3799	14089	11	N	Y	1	968	*,3799,*
contig_2481	14079	26	N	N	1	*	2480,-472,-472,-471,2481,-963,-962
contig_2283	14075	49	N	N	1	*	1109,1110,1111,1112,-2054,2283,-5411
contig_4908	14069	24	N	Y	1	1684	*,4908,*
contig_8185	14069	30	N	Y	1	4012	*,8185,*
contig_5014	14055	11	N	Y	1	1756	*,5014,*
contig_7776	14048	11	N	Y	1	3734	*,7776,*
contig_7716	14039	12	N	Y	1	3698	*,7716,*
contig_6136	14029	12	N	Y	1	2590	*,6136,*
contig_4499	14019	19	Y	N	1	*	4499
contig_7749	13991	11	N	Y	1	3720	*,7749,*
contig_3401	13925	10	N	N	10	*	-3397,3401,-3397
contig_5861	13861	15	N	Y	1	2336	*,5861,*
contig_7717	13846	28	N	Y	1	3698	*,7717,*
contig_2510	13781	88	N	Y	1	*	2510
contig_2046	13764	11	N	Y	1	*	2046
contig_7981	13692	27	N	Y	1	3880	*,7981,*
contig_8807	13662	10	N	Y	1	2574	*,8807,*
contig_2817	13584	11	N	N	1	*	2817,2818
contig_4909	13564	10	N	Y	1	1684	*,4909,*
contig_7013	13552	11	N	Y	1	3236	*,7013,*
contig_7199	13523	20	N	Y	1	3336	*,7199,*
contig_3530	13516	10	N	N	2	*	3528,3525,3525,3525,3529,3530,8721,3534
contig_3259	13498	10	N	Y	1	*	3259
contig_2015	13491	34	N	N	4	*	1331,-128,-128,-128,-128,-128,-276,-275,-274,-128,-128,-128,2015
contig_8270	13484	10	N	Y	1	4064	*,8270,*
contig_7575	13482	35	N	N	1	*	7575
contig_8758	13476	12	N	Y	1	1804	*,8758,*
contig_3840	13422	28	N	N	1	*	-3836,-3838,3840
contig_4286	13407	24	N	N	1	*	4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4286
contig_8520	13388	10	N	Y	1	*	8520
contig_5395	13387	10	N	Y	1	2006	*,5395,*
contig_6523	13386	45	N	Y	1	2882	*,6523,*
contig_8410	13307	28	N	Y	1	4170	*,8410,*
contig_2082	13281	22	N	N	22	*	-8552,-338,2082,-3613,3614
contig_7777	13268	23	N	Y	1	3734	*,7777,*
contig_6961	13215	13	N	Y	1	3200	*,6961,*
contig_6960	13211	13	N	Y	1	3200	*,6960,*
contig_7906	13171	52	N	Y	1	*	7906
contig_8456	13155	21	N	Y	1	4202	*,8456,*
contig_7966	13152	25	N	Y	1	1848	*,7966,*
contig_4889	13144	11	N	Y	1	1668	*,4889,*
contig_2329	13136	28	N	N	1	*	2329,-2330,-377,-377,-376,-377,-1623,-377,-377,-376,-1622,-377,-377,-376
contig_5015	13116	29	N	Y	1	1756	*,5015,*
contig_7337	13112	15	N	N	2	*	*,7337,*
contig_4523	13058	27	N	N	1	*	4517,4523
contig_1918	13044	17	N	N	1	*	237,237,237,237,1835,1918,3494,3495,8717,-8717,-3495,-3494,-3493,-3492,-2095
contig_1170	13026	25	N	N	1	*	406,1170,1171,1172,1173,2452,-5184,5183
contig_8780	13008	20	N	Y	1	2006	*,8780,*
contig_8863	12985	29	N	Y	1	4064	*,8863,*
contig_8457	12957	11	N	Y	1	4202	*,8457,*
contig_8292	12929	10	N	Y	1	4080	*,8292,*
contig_5388	12926	10	N	Y	1	1998	*,5388,*
contig_5288	12905	25	N	Y	1	1932	*,5288,*
contig_6879	12902	17	N	Y	1	3134	*,6879,*
contig_8653	12891	24	N	N	1	*	8653
contig_8037	12890	28	N	Y	1	3922	*,8037,*
contig_6282	12886	12	N	Y	1	*	6282
contig_2494	12885	25	N	Y	1	414	*,2494,*
contig_6878	12881	20	N	Y	1	3134	*,6878,*
contig_2593	12880	17	N	Y	1	*	2593
contig_3021	12777	10	N	Y	1	542	*,3021,*
contig_5021	12772	30	N	Y	1	1762	*,5021,*
contig_8779	12767	28	N	Y	1	1998	*,8779,*
contig_4888	12744	32	N	Y	1	1668	*,4888,*
contig_2728	12732	35	N	N	1	*	2728
contig_6020	12728	16	N	Y	1	2488	*,6020,*
contig_2676	12694	33	N	N	1	*	2676
contig_5587	12694	18	N	Y	1	2144	*,5587,*
contig_1966	12681	23	N	Y	1	400	*,1966,*
contig_7989	12667	28	N	Y	1	3888	*,7989,*
contig_6021	12639	26	N	Y	1	2488	*,6021,*
contig_4547	12612	27	N	Y	1	1426	*,4547,*
contig_3706	12594	10	N	Y	1	898	*,3706,*
contig_3707	12590	29	N	Y	1	898	*,3707,*
contig_7198	12573	10	N	Y	1	3336	*,7198,*
contig_3284	12571	61	N	Y	1	670	*,3284,*
contig_3592	12553	29	N	Y	1	812	*,3592,*
contig_6738	12527	93	N	N	3	*	6738,-8828,-8639
contig_6830	12525	13	N	Y	1	3094	*,6830,*
contig_4189	12522	10	N	Y	1	1176	*,4189,*
contig_8361	12519	10	N	N	1	*	8361,8364,8363,8364
contig_3751	12504	11	N	N	11	*	-3754,3751,3749,3747,3748,3752,-3755,-3743
contig_5856	12470	15	N	Y	1	2330	*,5856,*
contig_4287	12446	26	N	N	1	*	4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4287
contig_3783	12445	17	N	N	1	*	*,3783,*
contig_7829	12435	24	N	Y	1	3778	*,7829,*
contig_7414	12387	17	N	Y	1	3484	*,7414,*
contig_5888	12348	19	N	Y	1	2362	*,5888,*
contig_6445	12341	22	N	N	1	*	*,6445,*
contig_3669	12334	18	N	Y	1	872	*,3669,*
contig_8036	12327	10	N	Y	1	3922	*,8036,*
contig_5814	12318	52	N	N	1	*	5808,5811,5814,-2354,2353,5808
contig_2167	12313	22	N	Y	1	*	2167
contig_6586	12285	15	N	N	1	*	*,6586,*
contig_7963	12271	11	N	Y	1	3868	*,7963,*
contig_2974	12246	12	N	Y	1	510	*,2974,*
contig_4624	12238	30	N	N	1	*	4624,4626,4628,-4627,4626,4628
contig_2973	12223	20	N	Y	1	510	*,2973,*
contig_6010	12222	13	N	Y	1	2478	*,6010,*
contig_8832	12221	29	N	Y	1	3094	*,8832,*
contig_6362	12197	28	N	Y	1	2756	*,6362,*
contig_7748	12193	25	N	Y	1	3720	*,7748,*
contig_6043	12191	11	N	Y	1	2512	*,6043,*
contig_2260	12154	23	N	N	1	*	2260,-5331
contig_6724	12122	155	N	Y	3	*	6724
contig_5382	12102	33	Y	N	1	*	5382
contig_2958	12085	13	N	Y	1	494	*,2958,*
contig_5586	12062	31	N	Y	1	2144	*,5586,*
contig_3227	12053	37	N	N	1	*	-3224,3227,3226,-3224
contig_2658	12034	10	N	Y	5	*	2658
contig_3668	12021	14	N	Y	1	872	*,3668,*
contig_2245	11985	27	N	N	1	*	1054,2245,-119,-119,-119,-119,-119,-119
contig_2865	11955	30	N	N	1	*	-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2845,-2843,-2843,-2843,2865
contig_8300	11952	24	N	Y	1	4084	*,8300,*
contig_7059	11931	15	N	Y	1	3266	*,7059,*
contig_5287	11921	10	N	Y	1	1932	*,5287,*
contig_5440	11887	10	N	Y	1	2042	*,5440,*
contig_4676	11878	28	N	Y	1	1530	*,4676,*
contig_8365	11822	19	N	N	1	*	*,8365,*
contig_4300	11819	11	N	Y	1	1252	*,4300,*
contig_6137	11819	22	N	Y	1	2590	*,6137,*
contig_5796	11800	11	N	Y	1	2298	*,5796,*
contig_7962	11798	30	N	Y	1	3868	*,7962,*
contig_5795	11785	11	N	Y	1	2298	*,5795,*
contig_5050	11780	11	N	Y	1	1790	*,5050,*
contig_8796	11769	12	N	Y	1	2362	*,8796,*
contig_4675	11725	10	N	Y	1	1530	*,4675,*
contig_5049	11710	30	N	Y	1	1790	*,5049,*
contig_7830	11708	10	N	Y	1	3778	*,7830,*
contig_2957	11707	19	N	Y	1	494	*,2957,*
contig_7415	11705	21	N	Y	1	3484	*,7415,*
contig_3293	11702	23	N	Y	1	672	*,3293,*
contig_8753	11694	11	N	Y	1	1632	*,8753,*
contig_4501	11651	25	N	Y	1	1398	*,4501,*
contig_7506	11647	11	N	Y	1	3546	*,7506,*
contig_5818	11642	25	N	N	1	*	5818
contig_5405	11628	10	N	Y	1	2018	*,5405,*
contig_5376	11621	11	N	N	1	*	5376,-7190,-7187,-7187,-2591,-1344,-43,-43,-43,-43,2630,-1242,-1345
contig_4299	11619	24	N	Y	1	1252	*,4299,*
contig_7004	11609	24	N	N	1	*	7002,7004,-8836
contig_5007	11558	27	N	Y	1	1748	*,5007,*
contig_5592	11539	21	N	Y	1	2146	*,5592,*
contig_6042	11538	30	N	Y	1	2512	*,6042,*
contig_3173	11520	53	N	Y	1	*	3173
contig_5877	11503	12	N	Y	1	2350	*,5877,*
contig_6488	11493	12	N	Y	1	2866	*,6488,*
contig_6489	11479	32	N	Y	1	2866	*,6489,*
contig_8795	11479	20	N	Y	1	2356	*,8795,*
contig_7553	11467	22	N	Y	1	3588	*,7553,*
contig_4100	11461	12	N	Y	1	1102	*,4100,*
contig_2866	11457	34	N	N	2	*	-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,-2843,2866
contig_6750	11451	32	N	Y	1	3044	*,6750,*
contig_2729	11441	23	N	N	1	*	2729
contig_5591	11437	11	N	Y	1	2146	*,5591,*
contig_7725	11419	42	N	Y	1	3704	*,7725,*
contig_5663	11405	22	N	Y	1	2204	*,5663,*
contig_4546	11387	11	N	Y	1	1426	*,4546,*
contig_4842	11385	22	N	N	1	*	*,4842,*
contig_3450	11380	15	N	Y	1	728	*,3450,*
contig_7724	11368	10	N	Y	1	3704	*,7724,*
contig_3451	11356	12	N	Y	1	728	*,3451,*
contig_2673	11354	19	N	Y	1	*	2673
contig_2285	11339	10	N	N	1	*	47,47,47,47,47,47,47,47,47,2285,-820
contig_2947	11307	12	N	Y	1	482	*,2947,*
contig_4851	11299	24	N	Y	1	*	*,4851,*
contig_5984	11293	16	N	N	1	*	*,5984,*
contig_2727	11257	11	N	N	2	*	-84,2727,-7235,-8847
contig_8291	11254	26	N	Y	1	4080	*,8291,*
contig_7675	11241	10	N	Y	1	3664	*,7675,*
contig_6438	11238	20	N	Y	1	2830	*,6438,*
contig_3591	11230	10	N	Y	1	812	*,3591,*
contig_6393	11229	10	N	Y	1	2788	*,6393,*
contig_4130	11224	10	N	Y	1	1132	*,4130,*
contig_7674	11207	25	N	Y	1	3664	*,7674,*
contig_4230	11189	24	N	N	3	*	4230,-8738
contig_6394	11158	25	N	Y	1	2788	*,6394,*
contig_7060	11148	30	N	Y	1	3266	*,7060,*
contig_8392	11137	20	N	Y	1	4152	*,8392,*
contig_5034	11102	10	N	Y	1	1774	*,5034,*
contig_6701	11101	46	N	Y	1	*	6701
contig_5441	11086	26	N	Y	1	2042	*,5441,*
contig_5006	11071	11	N	Y	1	1748	*,5006,*
contig_2946	11058	14	N	Y	1	482	*,2946,*
contig_6165	11057	21	N	Y	1	2618	*,6165,*
contig_7005	11030	21	N	N	1	*	7002,7005,-8836
contig_4830	11026	26	N	Y	1	1632	*,4830,*
contig_2894	11022	13	N	Y	1	446	*,2894,*
contig_7258	11015	10	N	Y	1	3374	*,7258,*
contig_4027	10994	20	N	N	1	*	*,4027,*
contig_8496	10989	10	N	Y	1	4234	*,8496,*
contig_8497	10982	26	N	Y	1	4234	*,8497,*
contig_2457	10980	17	N	N	3	*	2457,6492,6492,6492,6491,6492,6492,6492,6493,6492,6492,6492,-3086
contig_6660	10959	13	N	Y	1	2980	*,6660,*
contig_7010	10943	10	N	Y	10	3232	*,7010,*
contig_3507	10929	22	N	Y	1	762	*,3507,*
contig_4387	10842	26	Y	Y	1	*	4387
contig_2289	10840	53	N	N	2	*	-652,-1898,-652,2289
contig_4500	10832	10	N	Y	1	1398	*,4500,*
contig_6263	10812	11	N	Y	1	*	6263
contig_4170	10797	22	N	Y	1	*	4170
contig_2044	10771	108	N	Y	2	*	2044
contig_3261	10766	10	N	N	10	*	339,340,1874,3261,-2219,570,570,571,-612,850
contig_7167	10764	24	Y	N	1	*	7167
contig_1864	10750	37	N	N	1	*	1864,-1867,1865,-1867,1865,-1867
contig_5033	10702	27	N	Y	1	1774	*,5033,*
contig_3437	10697	10	N	N	1	*	3437,7614,-2636,-786
contig_2566	10683	34	N	N	1	*	-1334,-1334,-1334,2566
contig_4413	10683	17	N	Y	1	1332	*,4413,*
contig_2841	10654	29	N	N	1	*	*,2841,*
contig_5406	10620	15	N	Y	1	2018	*,5406,*
contig_5222	10614	34	N	N	1	*	5220,5222,5231,-7574
contig_6439	10613	11	N	Y	1	2830	*,6439,*
contig_8751	10609	10	N	Y	1	1594	*,8751,*
contig_2895	10569	13	N	Y	1	446	*,2895,*
contig_7988	10545	10	N	Y	1	3888	*,7988,*
contig_1769	10531	154	N	N	9	*	1835,286,236,237,237,1835,1769
contig_8719	10515	10	N	Y	1	762	*,8719,*
contig_2804	10490	16	N	N	1	*	*,2804,*
contig_4577	10489	11	N	N	1	*	*,4577,*
contig_7855	10470	14	N	Y	1	3798	*,7855,*
contig_4129	10467	13	N	Y	1	1132	*,4129,*
contig_2646	10458	33	N	N	2	*	11,2646
contig_5882	10445	11	N	Y	1	2356	*,5882,*
contig_2911	10431	11	N	Y	1	454	*,2911,*
contig_3961	10427	110	Y	N	9	*	3961
contig_7273	10418	12	N	Y	1	3384	*,7273,*
contig_3020	10417	24	N	Y	1	542	*,3020,*
contig_2212	10400	10	N	N	10	*	119,119,119,119,119,2212,-8760,-5095,-5095
contig_8187	10390	13	N	Y	1	4014	*,8187,*
contig_5696	10388	21	N	Y	1	2234	*,5696,*
contig_6321	10386	31	N	Y	1	2718	*,6321,*
contig_3839	10381	12	N	Y	1	988	*,3839,*
contig_6540	10377	10	N	Y	1	2890	*,6540,*
contig_4050	10366	10	N	Y	1	1068	*,4050,*
contig_7054	10365	11	N	Y	1	3260	*,7054,*
contig_5957	10356	11	N	Y	1	2428	*,5957,*
contig_1882	10355	39	N	N	1	*	-669,1882
contig_3917	10353	268	N	Y	6	*	3917
contig_7379	10352	16	N	Y	1	3458	*,7379,*
contig_7293	10349	11	N	N	1	*	7289,7293
contig_2901	10339	30	N	Y	1	*	2901
contig_3978	10314	10	N	Y	1	1026	*,3978,*
contig_7811	10295	11	N	Y	1	3760	*,7811,*
contig_6614	10289	39	N	N	1	*	6614,-2493,2492,8820,-5160
contig_7856	10267	13	N	Y	1	3798	*,7856,*
contig_7595	10260	36	N	Y	1	3624	*,7595,*
contig_6297	10248	11	N	Y	1	2696	*,6297,*
contig_7812	10248	23	N	Y	1	3760	*,7812,*
contig_5876	10235	17	N	Y	1	2350	*,5876,*
contig_7066	10182	23	N	Y	1	3272	*,7066,*
contig_3176	10177	148	N	N	5	*	-3170,-3169,-3169,-3169,-3168,-3167,3176
contig_2910	10174	23	N	Y	1	454	*,2910,*
contig_5763	10173	22	N	Y	1	2270	*,5763,*
contig_2458	10165	10	N	Y	1	*	2458
contig_4412	10154	16	N	Y	1	1332	*,4412,*
contig_4099	10130	33	N	Y	1	1102	*,4099,*
contig_2190	10119	41	N	N	2	*	2190,4949,-3828,-3824,-1980,-45,-45,-45,-44,-243,-2370
contig_5470	10112	23	N	Y	1	2064	*,5470,*
contig_3629	10111	11	N	Y	1	842	*,3629,*
contig_2120	10095	33	N	N	1	*	2120
contig_7507	10089	18	N	Y	1	3546	*,7507,*
contig_4692	10051	11	N	Y	1	1546	*,4692,*
contig_4834	10040	10	N	Y	1	1636	*,4834,*
contig_3702	10039	37	N	Y	1	*	3702
contig_7567	10013	17	N	Y	1	3600	*,7567,*
contig_7801	10011	24	N	Y	1	3750	*,7801,*
contig_6038	9988	33	N	Y	1	2508	*,6038,*
contig_3256	9985	12	N	N	2	*	*,3256,*
contig_2247	9962	11	N	N	1	*	-8587,2246,-2013,2247
contig_1951	9958	52	N	Y	1	*	1951
contig_6444	9944	24	N	Y	1	2834	*,6444,*
contig_5697	9929	11	N	Y	1	2234	*,5697,*
contig_5978	9929	24	N	Y	1	2450	*,5978,*
contig_5894	9928	10	N	Y	1	2368	*,5894,*
contig_3299	9921	27	N	N	1	*	3299,-8705,-3298,-3296
contig_5476	9904	26	N	Y	1	2068	*,5476,*
contig_4311	9860	23	N	Y	1	1262	*,4311,*
contig_5988	9860	10	N	Y	1	2460	*,5988,*
contig_3994	9849	34	N	N	2	*	-3992,-3990,3993,3994
contig_4748	9848	10	N	Y	1	1594	*,4748,*
contig_7460	9844	11	N	Y	1	3518	*,7460,*
contig_3977	9836	23	N	Y	1	1026	*,3977,*
contig_3735	9822	19	N	Y	1	922	*,3735,*
contig_6249	9822	55	N	Y	1	2674	*,6249,*
contig_4166	9809	39	N	Y	1	1162	*,4166,*
contig_4249	9804	14	N	Y	1	1212	*,4249,*
contig_7552	9790	10	N	Y	1	3588	*,7552,*
contig_5469	9787	11	N	Y	1	2064	*,5469,*
contig_5319	9784	75	N	N	4	*	*,5319,*
contig_5913	9767	25	N	N	1	*	*,5913,*
contig_5540	9761	11	N	Y	1	2108	*,5540,*
contig_8393	9753	11	N	Y	1	4152	*,8393,*
contig_7802	9696	10	N	Y	1	3750	*,7802,*
contig_6361	9694	11	N	Y	1	2756	*,6361,*
contig_4369	9689	13	Y	Y	1	*	4369
contig_589	9683	447	N	Y	223	*	589
contig_5419	9677	11	N	Y	1	2026	*,5419,*
contig_8186	9667	16	N	Y	1	4014	*,8186,*
contig_8482	9654	14	N	Y	1	4220	*,8482,*
contig_5475	9642	11	N	Y	1	2068	*,5475,*
contig_6552	9626	20	N	Y	1	2902	*,6552,*
contig_3476	9599	35	N	Y	1	752	*,3476,*
contig_4770	9596	26	N	Y	1	1610	*,4770,*
contig_6562	9585	16	N	Y	1	2912	*,6562,*
contig_3851	9557	30	N	Y	1	990	*,3851,*
contig_4248	9546	10	N	Y	1	1212	*,4248,*
contig_6954	9545	11	N	Y	1	3194	*,6954,*
contig_5958	9539	25	N	Y	1	2428	*,5958,*
contig_6539	9529	21	N	Y	1	2890	*,6539,*
contig_8483	9523	29	N	Y	1	4220	*,8483,*
contig_1819	9521	10	N	N	10	*	-1817,43,43,43,43,43,43,43,59,1819,8694,-1817
contig_8860	9508	10	N	Y	1	3892	*,8860,*
contig_6522	9473	37	N	Y	1	*	6522
contig_2323	9472	10	N	N	1	*	60,60,61,62,62,62,62,2323,-2322
contig_7375	9468	11	N	Y	1	3454	*,7375,*
contig_5159	9462	72	N	Y	3	1844	*,5159,*
contig_7573	9455	24	N	Y	1	3606	*,7573,*
contig_3889	9439	16	N	N	1	*	3888,3889,-2004,305,311,305,306,307,310
contig_6713	9432	23	N	Y	1	3018	*,6713,*
contig_6538	9428	10	N	Y	1	2888	*,6538,*
contig_4326	9414	20	N	Y	1	1274	*,4326,*
contig_6193	9414	17	N	Y	1	2642	*,6193,*
contig_7522	9393	20	N	Y	1	3562	*,7522,*
contig_7378	9382	14	N	Y	1	3458	*,7378,*
contig_7523	9374	15	N	Y	1	3562	*,7523,*
contig_5452	9328	25	N	N	1	*	*,5452,*
contig_8830	9283	188	N	Y	4	*	8830
contig_7566	9279	15	N	Y	1	3600	*,7566,*
contig_7067	9277	10	N	Y	1	3272	*,7067,*
contig_6746	9264	11	N	N	5	*	-6745,-6743,-6744,-6745,-6743,-6744,6746,8117,8116,8117,8116
contig_6692	9241	26	N	Y	1	3006	*,6692,*
contig_4955	9235	27	N	Y	1	1708	*,4955,*
contig_3628	9223	11	N	Y	1	842	*,3628,*
contig_5965	9222	10	N	Y	1	2436	*,5965,*
contig_8256	9222	31	N	Y	1	4050	*,8256,*
contig_5418	9221	12	N	Y	1	2026	*,5418,*
contig_3896	9220	11	N	N	1	*	*,3896,*
contig_4573	9211	15	N	Y	1	1450	*,4573,*
contig_6561	9197	11	N	Y	1	2912	*,6561,*
contig_6443	9192	11	N	Y	1	2834	*,6443,*
contig_3712	9183	10	N	Y	1	400	*,3712,*
contig_3052	9177	11	N	Y	1	554	*,3052,*
contig_7929	9175	13	N	Y	1	3840	*,7929,*
contig_2091	9168	14	N	N	1	*	-866,2091
contig_2360	9135	25	N	Y	1	*	2360
contig_5544	9123	21	N	Y	1	2112	*,5544,*
contig_8827	9122	10	N	Y	1	3034	*,8827,*
contig_3960	9114	16	N	Y	1	*	3960
contig_6320	9097	10	N	Y	1	2718	*,6320,*
contig_8126	9097	10	N	Y	1	3988	*,8126,*
contig_2565	9075	31	N	N	1	*	2565
contig_2420	9055	321	N	N	16	*	237,1835,286,236,237,237,237,1835,2420
contig_7288	9052	26	N	N	1	*	7288,-7289
contig_1775	9043	41	N	Y	1	*	1775
contig_7221	9043	10	N	Y	1	*	7221
contig_8189	9043	27	N	Y	1	4016	*,8189,*
contig_5545	9042	13	N	Y	1	2112	*,5545,*
contig_3931	9014	14	N	Y	1	*	*,3931,*
contig_2479	9013	29	Y	N	1	*	2479
contig_2416	9006	43	N	N	1	*	-862,2416
contig_4124	9006	24	N	Y	1	1126	*,4124,*
contig_4236	8997	11	N	N	11	*	-3948,3946,-4237,-4235,4236
contig_8081	8993	10	N	Y	1	3960	*,8081,*
contig_2978	8985	10	N	Y	1	514	*,2978,*
contig_7928	8974	11	N	Y	1	3840	*,7928,*
contig_6953	8946	11	N	Y	1	3194	*,6953,*
contig_6537	8926	27	N	Y	1	2888	*,6537,*
contig_5951	8925	10	N	Y	1	2420	*,5951,*
contig_6058	8919	29	N	Y	1	2520	*,6058,*
contig_7491	8915	10	N	Y	1	3530	*,7491,*
contig_5383	8909	10	Y	N	1	*	5383
contig_1800	8900	35	N	N	1	*	1800
contig_6969	8888	10	N	Y	1	3208	*,6969,*
contig_4184	8869	24	N	Y	1	1172	*,4184,*
contig_6024	8868	11	N	Y	1	2494	*,6024,*
contig_6575	8858	28	N	Y	1	654	*,6575,*
contig_7455	8857	17	N	Y	1	3514	*,7455,*
contig_4083	8834	11	N	Y	1	404	*,4083,*
contig_6984	8824	23	Y	N	1	*	6984
contig_2178	8813	10	N	Y	1	*	2178
contig_5372	8796	19	N	Y	1	1986	*,5372,*
contig_6129	8794	22	N	Y	1	2582	*,6129,*
contig_4028	8782	11	N	Y	1	1052	*,4028,*
contig_4075	8777	15	N	Y	1	1082	*,4075,*
contig_3671	8775	17	N	Y	1	874	*,3671,*
contig_6303	8771	18	N	Y	1	2700	*,6303,*
contig_2261	8759	12	N	N	1	*	-8527,2261,5334,5335,5338
contig_4572	8756	16	N	Y	1	1450	*,4572,*
contig_5371	8754	14	N	Y	1	1986	*,5371,*
contig_7782	8753	12	N	Y	1	3738	*,7782,*
contig_2093	8747	26	N	N	1	*	-11,-8527,2093
contig_4794	8743	11	N	Y	1	*	4794
contig_4956	8710	10	N	Y	1	1708	*,4956,*
contig_2386	8698	10	N	N	1	*	79,36,79,46,-1534,79,79,2386
contig_5628	8694	10	N	Y	1	2176	*,5628,*
contig_5989	8694	19	N	Y	1	2460	*,5989,*
contig_6721	8693	10	N	Y	1	3026	*,6721,*
contig_4185	8691	11	N	Y	1	1172	*,4185,*
contig_3670	8689	15	N	Y	1	874	*,3670,*
contig_7967	8685	11	Y	Y	1	*	7967
contig_2122	8682	34	N	N	1	*	2122
contig_3350	8672	15	N	Y	1	686	*,3350,*
contig_7572	8641	11	N	Y	1	3606	*,7572,*
contig_7525	8636	30	N	Y	1	3564	*,7525,*
contig_8837	8624	18	N	Y	1	3260	*,8837,*
contig_3292	8617	35	N	N	1	*	8703,3292
contig_8769	8614	23	N	Y	1	1888	*,8769,*
contig_6659	8613	10	N	Y	1	2980	*,6659,*
contig_8323	8591	10	N	Y	1	4104	*,8323,*
contig_4939	8563	10	N	Y	1	1692	*,4939,*
contig_4086	8557	10	N	Y	1	1090	*,4086,*
